ProductID,StoreID,StockLevels,SupplierLeadTime,StockoutFrequency,ReorderPoint,WarehouseCapacity,OrderFulfillmentTime
2453,69,641,1,7,111,2897,13
2454,96,957,14,15,192,2580,13
2455,7,3,5,8,29,1501,5
2455,1,18,29,6,48,3528,11
2455,91,468,21,11,81,4251,14
2456,40,745,22,19,15,2041,10
2456,93,847,14,12,126,4896,9
2457,63,723,22,6,135,4272,11
2457,56,393,17,7,27,4596,6
2458,9,617,5,11,30,4148,13
2459,63,458,18,10,89,3173,1
2459,58,726,16,17,193,1763,4
2459,19,358,10,9,109,4296,8
2460,80,28,13,8,155,1138,12
2460,85,388,6,7,148,1782,9
2461,86,663,4,6,24,4996,9
2461,59,342,4,13,75,3836,5
2462,52,599,19,13,114,3093,13
2463,16,289,14,9,178,2321,8
2465,54,561,3,8,194,2613,5
2466,11,391,16,12,50,3327,4
2467,80,168,2,6,26,1511,3
2468,34,886,14,15,148,4221,1
2469,46,961,15,13,116,4230,11
2469,42,87,13,3,77,1695,4
2469,52,581,23,18,158,4171,9
2471,66,192,22,19,142,2786,14
2472,19,983,12,0,168,1077,11
2473,45,315,20,17,11,4211,7
2473,6,765,20,1,190,2845,11
2474,78,402,8,5,113,2980,3
2475,59,466,21,2,137,2122,14
2477,30,841,28,9,154,2540,12
2478,29,816,13,11,93,4634,14
2481,37,496,24,0,124,4492,3
2481,18,551,26,7,70,2177,1
2484,5,240,15,17,181,3784,2
2484,11,88,21,9,55,4380,12
2485,64,173,21,3,130,1415,13
2487,70,677,23,4,86,4507,14
2488,87,45,27,10,105,2336,5
2488,39,680,26,13,152,2914,6
2489,84,464,8,3,48,2415,13
2489,72,266,28,15,100,2579,2
2489,2,45,19,12,56,2415,5
2491,35,158,14,14,105,2898,3
2492,58,399,20,3,139,3293,4
2496,97,280,23,3,148,3658,7
2497,31,511,26,12,135,1798,10
2497,27,240,18,1,153,1338,6
2497,73,189,7,2,31,4340,5
2498,38,757,1,0,154,2995,3
2499,32,665,15,11,115,3308,14
2499,41,862,20,10,167,3179,7
2500,76,796,14,1,86,4485,6
2500,98,945,12,14,16,4928,4
2500,4,910,26,1,27,2324,7
2501,42,655,21,5,72,3737,10
2501,53,133,24,1,41,2280,7
2503,94,50,9,7,80,4079,14
2504,76,63,24,11,100,2627,2
2504,32,228,19,1,21,3855,7
2504,50,727,12,13,72,2096,8
2504,87,831,23,13,64,2568,14
2504,64,215,6,0,177,4450,11
2505,40,379,13,6,19,3556,13
2506,74,481,8,0,91,2445,14
2508,46,58,13,9,107,1752,8
2509,48,217,24,1,98,3994,7
2513,9,194,6,2,139,1622,10
2513,6,711,23,19,75,3708,6
2514,96,456,15,17,164,1653,7
2515,12,195,6,15,67,4627,3
2518,10,460,7,9,106,4292,2
2518,76,337,9,10,96,2362,13
2520,93,358,8,8,100,4971,7
2520,63,68,11,16,144,2289,4
2521,54,375,2,5,17,2741,3
2521,15,143,27,15,71,2476,9
2522,53,629,13,5,161,1538,11
2522,68,567,12,0,112,2721,11
2523,47,820,8,14,88,2903,5
2524,72,851,28,9,99,3758,10
2524,96,686,6,3,81,2313,14
2526,75,198,28,14,141,2892,2
2527,35,579,3,12,166,4117,14
2527,32,530,22,6,175,2393,8
2527,56,225,21,2,129,3801,10
2527,19,487,25,17,154,2335,11
2528,5,478,1,17,81,1402,13
2528,6,909,9,13,114,2424,9
2530,73,31,13,7,76,3290,2
2530,69,856,10,7,77,4758,11
2531,49,259,11,13,72,2312,5
2532,94,541,24,19,199,4463,10
2533,65,83,1,12,158,2717,5
2538,78,242,5,1,186,2878,3
2538,45,703,14,18,87,3091,9
2538,60,32,11,12,187,1651,6
2538,96,457,25,11,141,1690,6
2538,16,130,27,0,50,1117,3
2538,86,643,26,10,55,2838,13
2539,31,827,8,5,128,4257,13
2541,20,450,13,0,66,1242,12
2542,64,381,19,4,198,4899,5
2542,29,210,9,8,45,2838,7
2544,80,238,2,9,70,1071,6
2545,75,576,5,7,94,2285,3
2545,76,495,17,9,172,1755,14
2545,2,805,12,7,49,3318,4
2546,32,3,6,13,120,1531,5
2547,7,583,22,3,179,2766,3
2548,99,152,8,11,33,3117,7
2551,17,376,19,12,170,4264,5
2552,2,623,17,18,133,3968,5
2552,24,712,20,7,128,4278,6
2554,19,465,4,18,64,3746,12
2555,70,12,23,13,29,4019,4
2557,39,751,17,10,26,1933,8
2557,90,183,5,9,186,2537,8
2557,95,905,17,11,110,2831,11
2557,49,446,12,0,24,3070,5
2558,29,370,10,19,34,1835,7
2560,98,846,22,0,99,4867,8
2561,74,368,23,4,173,3069,13
2564,90,914,9,4,184,4348,3
2564,36,893,5,11,120,1886,12
2564,82,923,26,14,61,1391,11
2565,10,96,19,11,58,2186,8
2566,39,940,14,13,10,2225,4
2566,61,598,3,16,179,2506,1
2568,58,221,28,17,23,4121,8
2569,60,879,29,6,50,2384,3
2570,89,649,6,5,132,4037,7
2572,54,983,12,4,140,1351,2
2573,6,909,26,19,56,4226,13
2573,85,114,8,19,15,4191,12
2573,73,839,3,8,57,1767,11
2573,92,285,16,13,134,4695,14
2574,24,587,19,4,183,1154,12
2574,7,937,8,6,57,1034,6
2574,60,156,19,19,97,3946,3
2577,72,63,17,0,91,1137,3
2578,68,435,8,1,158,4859,3
2579,86,759,26,4,82,4140,3
2580,26,130,20,11,52,2241,4
2581,64,536,26,1,193,1173,4
2581,75,650,18,13,123,4033,9
2581,75,777,14,19,145,3803,14
2582,79,416,6,8,65,3677,1
2585,84,385,15,5,156,4735,3
2586,10,849,23,19,86,4397,1
2587,20,842,10,9,177,1243,8
2587,79,522,27,6,28,4532,3
2588,7,745,11,10,66,4092,8
2589,78,407,19,6,112,3139,7
2590,95,913,19,13,28,1173,2
2591,86,949,15,3,74,2770,1
2591,8,180,14,10,94,1378,8
2591,87,538,20,11,104,2165,9
2594,30,819,6,10,13,3776,10
2594,51,374,28,1,120,2169,13
2595,32,424,15,8,153,1756,3
2596,16,734,12,8,58,1624,4
2597,6,824,13,4,137,4626,13
2598,87,706,12,19,178,1672,2
2599,7,92,14,11,107,4667,5
2599,90,849,28,12,145,4075,11
2599,97,959,6,0,76,4680,2
2600,91,599,28,9,143,1657,11
2601,99,550,1,8,198,4090,12
2602,73,215,13,17,15,4781,5
2604,58,248,9,13,82,4608,9
2605,57,90,27,7,68,4974,9
2606,56,977,19,2,102,3059,3
2606,45,248,12,6,150,4538,6
2607,55,86,23,15,40,3396,2
2607,11,966,16,9,118,1707,3
2610,10,375,21,9,98,3812,12
2612,16,912,27,13,196,3182,3
2612,28,107,6,17,40,1321,1
2613,33,894,2,12,18,2747,11
2614,27,414,27,10,71,4081,11
2616,62,879,19,8,17,1469,13
2616,74,109,22,6,156,4450,1
2616,39,202,3,11,94,3878,7
2616,55,915,28,8,133,1343,4
2618,67,366,20,5,27,3541,8
2619,34,578,6,12,176,2852,12
2619,76,222,26,11,163,4683,12
2620,62,92,28,0,12,1983,2
2622,23,543,10,15,156,1741,4
2624,19,751,2,2,48,2135,10
2626,23,629,21,0,51,1736,5
2626,65,280,12,1,138,1021,3
2628,84,234,2,5,154,2731,8
2628,33,772,13,17,97,1182,13
2629,66,661,6,16,10,4227,12
2631,25,767,11,5,71,1691,2
2631,98,218,4,8,59,4221,6
2633,93,603,3,3,19,1090,6
2633,68,940,22,6,144,4269,3
2638,84,317,29,8,117,1474,5
2638,74,877,2,4,115,1526,14
2641,66,720,8,4,167,2174,5
2641,21,308,29,17,176,2955,12
2642,75,408,16,4,193,4843,1
2642,44,862,16,18,64,2484,11
2644,19,936,5,5,141,3399,14
2646,35,355,15,14,189,3505,11
2647,87,887,29,6,88,2716,7
2650,94,995,22,1,106,3187,12
2650,73,365,15,18,144,4967,4
2651,79,472,17,2,53,4072,2
2651,65,389,16,10,159,2948,2
2653,53,891,29,2,112,4919,3
2653,29,741,20,9,188,1113,5
2654,70,63,19,7,24,3705,5
2655,43,725,11,16,32,1407,8
2656,9,68,11,6,152,3591,8
2656,30,929,27,12,135,3179,5
2656,82,823,4,4,64,2643,3
2656,59,679,7,11,153,2272,6
2656,3,95,24,15,11,3038,11
2657,90,360,11,5,63,1638,7
2657,62,272,14,13,14,1188,4
2657,87,48,26,7,106,3274,13
2658,92,367,29,1,110,3565,9
2660,70,411,21,19,194,2493,8
2661,31,909,4,16,26,1683,4
2664,79,641,13,4,25,1676,6
2665,18,829,28,12,144,1915,1
2666,20,135,23,4,42,1791,1
2666,49,758,18,16,83,4850,5
2667,72,755,27,4,146,2172,10
2667,52,734,8,8,180,4987,12
2667,1,450,27,5,72,1226,8
2670,66,549,26,4,161,3631,11
2670,66,678,11,1,129,4717,2
2670,74,294,11,8,169,1885,11
2673,33,494,3,5,41,4765,6
2673,23,860,26,12,52,2775,4
2674,5,460,17,6,186,2287,14
2677,16,139,11,15,66,4744,7
2678,97,983,10,7,122,1842,9
2679,22,824,13,15,77,4078,5
2679,83,415,26,11,150,3540,7
2680,50,963,8,8,17,4725,11
2682,13,185,20,10,125,1333,5
2684,72,472,19,16,129,1885,7
2684,47,441,23,19,118,2602,14
2685,26,823,24,0,106,2801,2
2686,28,958,12,4,159,1541,6
2686,56,552,18,19,186,4248,11
2687,39,801,18,14,133,1473,2
2688,88,586,24,8,99,3112,7
2688,16,208,3,8,24,3370,6
2691,86,613,23,1,143,2810,6
2691,98,107,27,14,29,3505,5
2692,60,332,7,11,195,2764,11
2693,81,28,18,5,31,3362,2
2695,96,365,25,16,82,1545,5
2696,3,242,14,14,180,3784,13
2696,45,934,11,0,96,2592,7
2696,75,989,12,5,193,3434,12
2696,35,128,20,14,150,4279,2
2697,86,419,25,16,92,2958,2
2698,97,123,3,2,42,3132,5
2700,19,691,18,10,78,3489,8
2701,66,36,24,6,136,3726,11
2702,28,738,16,12,187,2757,7
2702,89,290,7,3,170,1316,6
2703,60,601,4,10,106,4877,12
2703,13,738,20,1,68,4243,6
2704,97,306,14,2,50,3107,8
2705,53,391,5,1,177,2590,7
2706,44,841,24,8,162,1636,4
2706,81,601,25,11,103,2575,12
2706,55,504,5,13,72,1435,5
2708,72,665,29,9,53,4433,6
2710,74,201,12,5,69,2649,12
2710,71,823,20,10,185,1886,4
2712,27,358,29,9,16,1123,9
2712,83,13,5,15,76,2133,9
2715,43,821,8,7,54,4806,9
2716,63,531,8,8,52,3759,12
2718,35,881,27,10,101,1957,14
2720,83,756,4,2,56,4051,7
2721,50,9,24,6,110,4858,6
2725,87,610,19,1,155,3163,2
2725,45,107,5,18,169,2889,13
2725,27,228,15,16,95,3085,3
2727,63,599,20,3,141,3045,6
2728,35,509,11,1,71,4841,2
2730,17,879,28,8,78,1769,2
2730,38,27,9,1,163,1734,14
2730,96,377,11,7,127,2678,5
2731,55,427,17,4,78,2669,5
2732,88,320,14,10,59,1955,7
2733,94,474,12,7,115,3372,10
2734,9,684,28,7,157,3336,10
2734,20,828,26,9,78,4199,6
2734,4,652,12,3,44,2773,8
2736,80,329,15,17,30,2641,9
2738,59,158,3,6,84,4728,7
2740,19,138,7,5,176,2789,2
2740,7,244,25,6,107,4750,1
2741,88,541,4,1,96,2953,13
2741,48,52,18,10,39,1574,6
2741,26,137,10,17,15,2982,1
2742,27,538,16,1,167,1968,7
2744,4,183,26,5,109,3190,1
2745,41,425,7,15,102,1526,11
2745,13,787,9,13,116,1747,1
2747,76,477,14,11,48,1769,11
2747,20,825,5,17,168,2622,8
2747,70,554,15,8,118,4337,9
2748,56,826,11,5,185,3321,1
2749,99,157,1,11,57,4860,14
2749,27,124,8,0,20,4789,11
2749,35,729,2,11,111,2149,1
2751,97,86,2,10,20,1075,7
2751,17,573,2,7,70,2120,9
2751,25,817,19,10,87,3797,11
2753,89,390,9,3,14,4637,10
2754,17,234,7,19,54,4184,6
2754,77,585,25,0,11,1241,13
2755,74,149,22,11,18,4155,9
2755,43,925,22,10,113,4746,2
2756,89,231,1,7,119,1773,14
2758,37,460,1,14,176,3300,2
2758,53,211,20,6,120,2523,1
2759,79,704,24,3,113,1174,5
2759,72,419,26,9,160,4586,5
2763,77,247,29,13,34,1308,5
2764,89,248,5,6,164,3456,12
2766,82,409,8,17,155,1542,13
2767,97,547,21,5,103,2415,11
2769,39,697,27,16,165,4997,3
2770,18,378,29,5,182,3498,7
2772,36,399,4,4,143,1480,10
2773,80,734,23,3,127,1507,10
2773,82,632,29,13,180,1646,2
2774,46,985,28,14,163,2349,6
2775,9,404,23,12,86,4268,2
2775,35,414,13,1,43,3811,8
2778,48,66,16,9,186,2957,6
2778,80,703,10,19,127,4087,14
2778,28,628,10,18,60,4445,6
2778,99,812,26,9,62,1051,12
2779,13,537,21,10,135,3433,13
2784,96,967,19,19,131,1648,6
2785,28,615,16,2,112,2235,14
2785,76,601,28,16,82,3906,4
2785,21,940,29,12,169,4194,5
2786,92,525,18,7,22,3060,8
2787,60,177,4,3,64,4134,9
2787,4,712,23,15,148,2536,3
2788,3,425,15,0,141,2096,12
2788,81,546,25,11,198,3951,14
2788,31,61,9,12,156,3460,4
2790,10,142,18,18,154,4970,14
2790,3,983,3,7,142,2391,14
2792,2,499,27,11,95,3606,11
2792,50,735,9,4,130,4802,14
2793,99,358,13,5,99,1410,12
2795,18,249,25,2,69,3042,8
2796,64,763,8,5,112,4439,8
2796,14,309,25,0,63,1363,6
2796,37,483,20,3,121,1864,11
2797,34,198,15,14,177,2787,10
2798,65,366,11,3,50,1423,1
2799,87,235,7,18,79,4866,2
2799,84,55,29,1,63,1446,8
2800,64,243,13,14,192,4815,8
2802,43,249,17,13,106,1730,13
2803,52,86,23,3,165,2278,12
2804,71,79,17,16,70,1337,13
2807,94,549,14,8,41,4942,5
2809,79,254,6,5,123,4323,10
2809,29,971,3,17,21,3180,8
2811,17,657,3,12,54,1029,14
2812,64,814,10,5,158,2803,4
2813,12,213,12,4,160,2633,1
2813,37,744,26,16,107,4104,13
2814,42,221,28,14,53,2577,11
2814,62,650,28,14,85,2679,4
2816,21,178,16,11,152,3609,10
2818,9,226,23,12,40,4103,10
2818,10,549,18,0,119,3723,5
2820,71,218,3,0,79,2128,4
2820,30,796,29,2,29,1960,4
2820,76,926,2,10,35,3768,12
2822,5,375,16,7,75,1071,8
2822,88,543,24,19,10,4997,9
2823,90,143,9,13,176,3669,11
2823,85,169,16,18,44,1669,6
2826,35,232,26,2,43,3813,2
2826,78,59,7,18,158,1262,3
2826,83,86,16,4,108,2353,4
2827,44,753,9,7,84,2001,3
2828,24,939,23,3,58,3067,13
2828,80,571,2,18,98,1947,8
2828,40,389,5,0,174,1402,13
2829,1,765,27,2,173,4569,7
2830,46,737,3,16,195,4950,13
2831,42,753,22,16,51,2530,3
2831,73,95,15,2,15,3038,6
2831,1,137,17,0,159,4815,11
2832,42,48,10,7,25,4124,3
2833,36,647,1,6,123,4585,13
2833,27,842,12,8,126,4386,10
2835,5,226,9,17,160,3841,1
2836,85,590,21,0,25,4816,14
2836,21,13,16,1,79,1187,10
2836,70,510,23,8,40,1090,11
2837,92,381,9,6,84,2223,4
2837,98,378,6,10,117,3550,7
2837,27,131,7,14,198,1375,3
2838,82,262,8,2,196,3641,8
2839,93,628,14,12,58,1105,14
2840,94,287,19,3,56,1919,5
2841,47,400,5,9,73,2821,3
2843,94,434,15,10,172,1915,2
2844,17,295,29,7,12,2582,8
2845,68,16,18,15,132,1438,1
2846,32,293,23,12,67,3368,14
2848,6,376,4,5,45,1456,9
2849,55,72,29,14,188,2400,2
2850,5,173,23,17,79,2171,9
2851,24,495,25,2,23,2976,11
2851,49,275,9,8,157,2093,14
2852,97,160,22,15,82,4271,8
2855,3,668,6,2,189,1641,6
2855,56,706,28,19,120,4711,13
2855,40,716,1,3,156,3937,12
2856,57,517,5,9,70,3759,10
2857,82,151,8,18,94,3200,7
2857,5,896,17,17,196,4473,12
2858,63,364,14,4,102,4427,10
2860,11,645,16,14,51,4790,5
2860,43,201,16,3,141,1461,14
2860,2,767,19,2,149,4197,14
2861,80,330,7,8,198,2372,14
2861,64,660,14,9,23,1831,14
2861,87,471,17,11,59,4333,5
2862,57,381,1,17,16,4494,4
2866,53,576,29,10,86,4418,1
2867,37,448,12,16,126,2837,13
2867,12,900,1,6,116,1209,2
2868,25,783,8,17,176,2794,8
2871,89,138,3,14,115,4151,2
2871,86,514,10,4,151,2893,7
2872,52,101,23,10,13,4211,2
2873,14,458,2,17,131,4160,9
2876,65,269,7,14,187,2204,13
2878,83,730,20,0,168,2743,1
2879,36,660,11,5,176,4454,11
2879,24,723,27,15,54,2604,9
2883,95,381,20,6,83,1227,5
2883,85,300,5,0,18,3998,4
2887,53,107,14,15,99,3387,5
2887,56,64,25,11,64,4225,3
2888,68,118,13,11,37,2888,2
2892,31,522,29,14,163,2407,8
2893,50,398,20,17,58,3486,1
2895,15,853,13,2,105,1001,3
2896,40,56,26,7,153,4394,4
2897,66,91,3,14,100,2686,9
2897,67,965,17,16,169,1249,7
2899,96,464,12,8,105,3046,3
2901,47,724,1,4,43,1929,9
2902,22,480,11,15,145,1852,4
2902,59,859,6,14,52,4052,11
2902,54,216,14,4,103,1132,7
2903,61,779,6,6,44,2487,9
2905,98,157,13,1,183,2568,13
2907,27,382,19,8,91,3751,3
2910,25,511,28,15,74,4047,1
2910,77,152,25,13,151,2356,9
2911,35,673,24,6,127,1991,10
2911,57,75,17,7,88,4013,11
2912,26,430,24,2,67,2219,9
2912,81,462,20,14,27,1425,6
2915,50,708,24,18,54,1846,12
2916,48,16,3,18,113,2420,3
2918,5,714,20,14,49,2973,10
2920,65,974,3,3,137,3634,14
2922,19,978,3,13,77,1094,2
2922,59,589,10,0,142,3380,9
2922,41,406,10,19,44,2064,12
2923,40,39,3,13,149,3999,14
2924,59,846,27,0,176,2965,1
2924,11,996,19,0,76,3004,1
2925,29,237,24,14,124,4353,8
2925,41,45,16,18,177,2963,10
2926,17,32,18,15,93,2011,3
2927,55,434,22,19,193,2313,5
2927,78,449,2,13,106,2386,13
2928,84,106,29,12,92,4046,12
2931,17,693,11,4,24,1682,9
2931,81,70,5,14,93,1685,7
2931,43,201,14,15,56,1395,14
2932,30,42,18,16,130,3729,8
2933,17,374,25,19,124,3705,13
2934,2,495,10,6,101,4848,2
2935,83,836,13,14,178,1761,3
2936,12,556,23,1,109,2102,14
2937,18,551,7,13,166,1204,10
2938,75,611,16,18,42,1082,5
2939,12,667,12,19,48,2417,1
2940,41,555,4,11,123,2664,9
2942,24,85,29,4,58,1112,6
2943,78,575,1,16,187,4511,5
2944,14,474,3,0,53,1953,6
2945,71,544,16,15,165,4024,9
2946,54,515,10,14,147,1865,6
2946,81,28,24,4,101,1717,4
2947,49,387,19,2,133,1796,5
2949,20,449,17,17,161,1522,6
2949,70,183,27,8,190,1673,10
2950,81,860,22,3,132,1433,12
2951,59,27,10,5,26,1455,4
2953,68,652,13,13,143,4829,13
2953,57,472,11,8,177,1830,8
2953,80,473,17,2,179,2750,1
2955,69,49,28,7,125,1985,3
2957,3,470,20,9,115,4948,8
2958,27,275,9,13,63,3546,9
2958,8,582,6,4,47,3749,4
2960,50,735,10,12,85,2164,2
2962,98,424,7,5,85,4011,2
2963,83,956,16,4,133,3055,2
2963,28,729,28,6,116,2653,9
2963,27,298,29,6,57,2277,2
2963,12,693,23,7,103,4320,5
2964,75,634,17,19,47,3681,11
2965,44,378,5,15,40,1598,13
2966,86,224,11,7,36,4820,6
2966,48,557,26,4,114,1439,13
2967,82,182,29,14,143,3589,10
2967,90,778,28,1,183,4356,6
2968,77,289,1,16,138,2643,12
2970,16,188,20,0,47,3252,7
2971,47,274,18,5,12,1587,4
2973,35,785,16,3,36,2077,13
2973,13,457,20,7,168,3819,12
2974,63,149,14,14,58,2285,9
2974,69,753,12,9,55,3817,13
2975,17,599,1,9,82,3233,14
2975,65,641,15,14,139,3466,10
2976,80,597,8,11,198,1074,14
2977,36,641,3,12,153,2563,8
2977,49,707,28,8,86,3113,8
2981,22,742,2,17,195,1240,2
2984,57,191,2,9,194,2760,14
2984,36,648,24,16,182,1101,12
2984,87,406,4,1,119,1716,11
2985,64,320,8,7,182,3620,12
2988,30,693,22,1,78,1694,6
2989,71,568,29,15,20,3881,1
2989,40,503,17,0,185,3114,11
2991,78,38,20,12,155,2376,9
2991,40,885,28,3,111,4350,12
2992,18,304,22,11,13,1563,3
2992,78,686,25,3,62,4640,13
2993,1,888,28,10,172,4001,8
2993,96,337,1,0,73,1294,5
2993,81,722,27,2,24,4104,11
2994,18,673,9,0,34,3952,3
2995,87,57,20,3,162,2460,6
2995,43,841,16,5,177,3026,13
2995,43,441,10,5,74,4468,10
2996,2,728,11,16,195,2281,12
2997,17,62,5,3,103,4712,11
2997,49,132,17,16,31,4920,2
2997,99,771,24,1,60,1459,6
2998,20,773,5,4,50,4946,13
2999,66,177,13,4,188,3094,13
2999,47,368,14,17,35,1798,14
3002,70,704,12,11,73,1581,10
3003,95,446,17,16,98,2214,3
3004,18,613,27,10,47,2535,13
3004,26,2,15,9,142,3593,5
3005,14,693,6,18,97,1831,9
3006,52,556,8,19,121,3821,7
3007,68,152,13,16,138,3294,3
3008,38,827,22,11,115,1577,2
3009,94,93,14,15,24,3895,2
3012,1,927,9,5,55,1963,10
3012,80,565,16,8,45,2333,13
3013,54,59,13,13,132,2244,13
3014,45,94,5,3,199,3018,13
3015,29,796,2,3,24,1401,9
3015,49,278,22,3,97,4748,6
3015,2,745,22,16,142,4365,7
3017,90,917,20,9,92,1251,6
3017,16,422,10,3,33,4647,14
3018,65,436,7,9,120,4194,10
3019,97,249,11,9,143,4910,4
3020,39,928,25,3,51,2125,1
3021,84,877,24,1,37,3445,9
3023,54,504,12,16,184,2544,1
3023,57,915,4,9,77,2655,11
3025,72,657,6,5,114,1218,3
3025,86,534,28,9,89,4013,3
3027,71,453,11,12,124,4246,14
3027,26,68,29,14,118,1842,9
3029,29,682,14,15,148,4495,11
3030,25,862,19,15,188,3678,9
3030,40,179,22,9,173,1673,4
3030,89,713,18,18,152,4244,5
3031,52,374,29,19,58,4175,3
3032,36,901,27,13,111,3597,9
3032,78,488,6,8,100,1350,4
3034,21,282,5,8,189,4070,4
3034,72,633,26,11,100,2943,13
3035,65,356,5,19,160,3235,9
3037,31,101,18,10,178,1508,11
3039,12,4,22,3,130,1768,2
3040,56,926,7,10,42,2308,12
3040,79,100,27,4,36,3214,10
3040,98,542,12,6,93,2222,8
3043,23,520,27,10,88,3756,7
3044,54,258,4,16,121,1846,3
3046,15,491,28,19,74,1815,7
3046,35,244,15,11,29,4737,2
3048,90,606,3,7,111,1987,2
3049,80,454,16,17,181,1602,7
3049,54,335,2,19,40,2455,14
3049,39,669,8,17,128,1968,5
3050,18,38,29,10,198,2967,13
3050,6,651,15,18,75,2513,3
3051,93,752,1,15,33,1267,8
3051,5,579,13,12,189,4930,10
3051,85,642,7,18,139,4670,11
3051,59,648,10,14,50,2835,1
3053,22,964,4,0,153,4182,12
3053,16,46,20,14,179,1169,5
3054,49,689,16,16,45,1471,7
3054,41,8,29,6,118,3648,8
3055,94,455,17,1,160,4342,6
3056,94,276,22,17,171,2731,1
3057,1,384,7,2,133,4099,14
3059,72,969,29,3,51,1531,12
3059,34,980,10,18,26,1318,2
3062,67,770,7,14,147,2379,7
3062,38,370,10,7,33,3663,5
3062,94,374,8,6,27,3466,10
3062,44,973,19,8,48,3159,13
3063,44,781,3,11,197,3255,1
3064,38,274,1,16,51,3749,11
3065,92,835,7,4,132,1302,1
3065,43,196,8,15,129,4969,12
3067,50,113,23,17,19,4983,2
3067,1,656,28,5,27,1854,14
3068,38,14,22,12,61,1155,1
3070,49,976,4,11,133,2024,2
3072,67,786,6,7,179,4598,4
3073,38,916,26,13,62,3235,13
3074,70,361,23,14,51,2142,13
3075,35,742,20,12,32,2867,7
3075,3,57,6,6,157,4207,13
3077,69,177,25,3,93,2699,8
3078,88,93,9,4,36,3406,6
3079,4,27,14,5,76,1280,2
3080,10,647,21,11,15,4453,14
3081,61,928,4,7,114,4638,1
3081,93,363,6,19,145,4509,6
3081,20,568,14,10,13,2514,7
3081,39,443,18,1,70,2035,8
3082,15,935,25,18,54,2444,6
3082,55,725,27,13,185,3418,2
3083,29,351,12,14,80,3461,14
3084,97,251,9,19,65,4060,11
3085,19,90,5,18,176,2519,5
3085,34,863,29,10,41,4302,8
3086,80,253,19,4,166,3736,4
3086,62,460,25,1,21,2016,9
3087,20,389,28,6,66,4562,14
3088,7,880,29,13,144,1661,12
3089,14,205,12,9,79,3110,10
3089,96,2,9,13,70,1371,13
3089,34,227,23,5,62,3444,11
3091,38,318,12,13,20,3069,6
3092,36,489,5,10,17,1060,5
3092,29,264,5,13,78,2998,3
3092,7,588,15,19,147,3346,14
3093,41,767,5,12,152,2303,5
3094,58,965,11,19,40,4658,7
3095,55,239,2,5,86,4895,14
3095,6,453,5,6,31,3522,4
3096,47,585,6,1,36,2875,3
3097,10,878,14,8,170,4050,10
3097,2,642,25,19,191,4003,5
3098,79,893,18,15,60,1235,13
3101,93,966,3,1,63,1398,6
3102,70,247,10,4,88,3243,8
3103,36,371,12,4,43,1623,3
3103,63,940,20,8,43,4879,4
3104,95,406,26,16,61,1176,3
3105,61,430,13,2,50,3732,10
3105,67,402,17,15,192,2510,11
3105,31,183,28,7,117,3259,9
3106,12,556,10,19,110,4429,10
3108,87,896,14,8,34,4658,8
3109,28,602,6,6,30,1784,8
3110,65,115,17,7,134,4894,1
3110,43,344,10,9,190,1931,1
3111,55,895,15,4,34,3107,9
3111,49,493,14,11,69,4380,11
3111,24,394,10,18,59,3371,10
3113,41,267,11,16,36,2123,4
3114,41,75,8,16,161,3754,8
3114,75,701,25,6,132,2085,12
3114,80,117,2,17,21,4096,2
3115,35,941,29,0,36,4075,2
3116,50,759,4,6,21,4930,6
3116,5,473,15,14,27,1090,9
3117,59,383,10,6,113,3479,8
3122,95,800,14,14,92,1662,4
3124,72,181,11,5,143,4418,4
3125,63,268,23,9,150,2471,4
3126,72,271,24,15,136,3941,6
3129,4,733,10,13,77,2242,3
3131,77,636,25,6,186,1083,13
3133,59,538,17,7,56,1014,8
3133,70,96,19,16,29,3902,9
3134,51,858,13,10,16,2113,12
3135,53,679,28,0,161,2690,7
3135,55,922,28,7,29,1471,7
3136,22,584,20,10,92,2987,6
3137,1,487,23,5,27,1513,13
3137,83,658,6,6,190,3024,7
3138,5,67,20,15,49,4146,12
3139,52,993,27,10,137,4961,2
3139,8,995,15,1,159,3295,6
3139,25,223,18,13,64,2075,1
3139,96,977,5,1,94,1718,7
3139,75,844,19,16,92,2478,9
3140,2,256,16,8,58,4451,9
3141,88,958,6,6,122,4287,10
3143,66,312,6,10,153,2720,1
3146,61,566,13,5,194,2789,14
3149,73,532,28,7,198,1883,12
3150,45,929,24,11,163,4674,5
3151,79,888,14,17,121,3095,1
3152,41,855,7,17,57,3658,3
3153,40,35,17,12,89,2327,1
3153,14,266,25,11,138,1168,5
3154,99,723,14,19,12,3160,12
3154,1,780,6,16,120,2776,2
3157,45,144,24,4,138,3009,4
3160,31,628,1,14,92,2979,4
3160,94,225,23,1,53,3593,11
3161,88,784,11,6,124,3102,12
3162,97,200,29,12,99,4949,2
3164,92,351,28,5,110,1370,4
3164,91,124,2,4,197,2799,1
3165,91,873,17,16,156,4443,6
3165,10,484,11,9,155,3766,8
3166,69,629,27,1,182,3333,9
3167,70,427,22,9,193,3653,13
3167,4,536,7,12,157,1457,4
3169,24,35,11,4,91,2910,7
3171,35,394,26,8,120,3320,5
3172,91,67,27,11,17,3968,4
3172,96,915,13,10,34,4127,1
3172,41,933,7,1,129,3686,4
3175,71,272,3,9,171,2922,9
3175,25,857,3,10,161,1381,14
3176,60,482,16,7,157,1784,6
3177,58,496,26,15,72,2761,14
3178,45,690,22,13,12,1051,10
