ProductID,StoreID,Price,CompetitorPrices,Discounts,SalesVolume,CustomerReviews,ReturnRate,StorageCost
2389,71,86.25,47.36,48.62,450,2,13.04,5.36
2392,80,60.25,26.1,49.54,368,4,15.02,2.5
2397,22,5.68,25.29,29.65,175,3,0.83,9.36
2399,16,77.43,35.6,9.45,412,3,16.52,6.59
2399,78,61.15,77.88,10.79,275,4,17.48,9.96
2400,89,49.84,44.95,36.54,8,3,1.53,2.47
2400,21,10.81,14.53,44.41,382,1,9.12,3.44
2401,61,24.83,95.03,33.4,287,1,18.61,6.74
2402,78,42.9,93.44,8.95,59,4,4.18,4.43
2403,99,29.39,14.96,0.13,257,1,10.14,8.13
2405,56,32.47,98.32,0.89,488,3,11.45,6.12
2405,94,31.38,41.33,2.94,10,3,9.02,3.55
2405,87,7.01,29.21,3.18,342,2,13.9,6.1
2405,87,6.2,5.66,25.8,46,1,15.79,5.22
2406,75,6.2,7.16,0.27,479,3,9.88,5.45
2406,55,13.7,21.99,9.96,142,2,2.15,4.67
2407,1,96.95,98.36,37.03,82,4,4.32,3.68
2408,96,24.12,79.67,43.67,378,2,1.21,1.91
2411,58,6.93,82.55,2.95,110,1,13.46,6.94
2412,57,16.33,49.09,13.27,416,3,9.08,4.05
2413,41,78.75,53.53,13.55,462,1,18.69,4.22
2414,37,29.45,98.36,43.41,393,2,5.17,2.55
2415,78,71.29,73.72,42.54,28,4,7.81,8.23
2416,6,54.37,64.67,30.14,472,2,12.59,5.82
2417,81,85.54,29.24,34.44,153,4,4.06,1.9
2417,84,91.07,24.62,9.72,394,2,8.98,5.43
2418,54,15.2,5.59,48.98,287,1,14.73,5.55
2418,53,10.46,96.45,16.87,52,2,6.87,8.02
2419,9,33.52,27.69,19.54,441,2,9.06,5.71
2421,4,37.76,86.35,9.91,430,1,5.15,5.65
2422,57,33.35,45.46,44.92,338,2,3.92,1.66
2422,45,76.12,39.06,14.05,74,1,16.47,6.78
2424,18,21.52,38.18,45.43,58,2,10.86,5.6
2425,73,85.5,90.98,16.02,29,3,11.88,9.5
2425,86,35.06,87.86,19.63,195,1,5.37,4.77
2425,60,59.86,85.39,35.88,273,2,9.86,6.31
2425,41,5.23,41.72,7.7,358,2,5.22,5.95
2425,14,89.07,93.41,43.27,404,2,19.59,7.65
2426,58,79.41,94.81,2.5,348,3,2.54,5.77
2428,62,30.81,11.03,36.31,485,4,6.79,9.07
2431,64,80.18,40.46,13.12,234,4,18.37,6.19
2432,42,45.03,67.06,36.73,263,3,1.79,3.88
2432,50,50.19,34.98,7.73,149,4,19.08,3.14
2433,68,84.59,51.87,5.84,391,1,8.61,9.61
2433,78,39.81,26.92,2.27,237,2,14.93,1.09
2435,82,50.04,30.61,49.82,293,3,4.83,4.03
2436,82,72.2,80.18,34.44,458,3,1.33,4.81
2437,71,99.55,35.66,38.05,76,4,3.03,1.82
2439,61,96.29,8.65,16.93,215,4,15.77,3.54
2440,54,18.21,66.59,17.6,277,4,15.01,6.04
2442,67,53.36,82.85,43.72,412,3,1.39,6.74
2443,89,59.28,88.32,21.39,317,3,1.64,1.66
2443,51,31.65,7.3,28.76,215,3,6.18,3.22
2444,33,86.44,96.79,10.94,269,1,3.43,5.6
2448,33,61.46,32.5,47.67,492,4,12.61,4.7
2449,66,44.35,58.86,10.11,487,3,16.75,2.24
2450,12,25.91,48.33,48.23,262,3,2.38,4.65
2450,24,31.69,72.3,17.42,290,2,13.79,9.25
2450,78,14.83,45.56,11.61,460,1,12.6,6.06
2452,83,22.51,10.54,33.97,269,4,17.29,6.9
2453,8,24.54,83.06,4.83,113,3,0.06,2.24
2453,34,50.98,50.09,14.64,482,4,13.67,2.93
2453,39,66.87,52.73,17.41,174,3,8.91,9.64
2453,75,5.18,76.15,24.94,15,1,2.92,3.72
2454,62,31.34,68.48,46.28,299,2,7.68,1.32
2455,51,71.51,99.42,11.86,55,4,5.62,1.05
2455,83,85.31,8.07,41.84,133,1,12.74,8.09
2455,69,54.37,44.39,5.6,291,2,0.07,8.71
2456,34,44.01,86.65,43.92,164,2,16.2,7.2
2456,24,11.47,45.44,15.09,488,3,7.62,1.05
2457,24,69.9,27.24,24.02,95,4,5.87,3.99
2457,49,58.45,72.6,30.54,267,3,1.9,8.92
2458,41,19.4,18.91,25.3,313,1,14.83,4.91
2459,27,75.84,93.7,17.96,64,3,2.16,9.44
2459,18,50.77,50.64,18.77,201,1,4.1,8.9
2459,54,80.22,78.45,24.96,188,1,16.52,9.49
2460,25,12.05,82.56,43.29,79,2,7.41,5.38
2460,71,16.58,43.37,9.02,19,3,19.71,4.33
2461,98,17.66,31.75,39.49,281,4,1.43,5.99
2461,15,81.74,32.77,16.74,168,1,6.95,7.6
2462,86,18.23,41.69,16.07,250,3,15.16,9.22
2463,70,94.14,83.41,31.73,174,2,9.46,4.17
2465,2,55.07,33.7,24.14,83,4,14.37,5.8
2466,33,27.63,68.59,26.8,182,4,10.35,8.72
2467,28,56.47,54.04,47.66,5,4,11.9,7.25
2468,13,39.08,11.14,7.42,377,2,9.56,2.54
2469,19,29.54,94.43,20.35,422,3,14.92,3.56
2469,58,22.01,16.31,44.43,357,4,7.84,7.44
2469,58,23.5,92.66,46.62,94,1,9.82,6.02
2471,2,61.57,25.94,6.28,180,2,16.85,7.99
2472,76,82.39,6.09,44.73,21,4,7.26,5.89
2473,26,71.47,66.55,49.22,344,2,9.74,6.81
2473,58,26.16,9.6,10.2,121,3,13.82,3.86
2474,50,64.84,87.69,47.06,198,1,3.58,8.22
2475,43,25.77,57.54,9.67,314,1,17.29,5.12
2477,98,62.19,38,39.44,257,1,7.52,4.39
2478,93,10.32,67.15,31.99,203,3,0.09,8.7
2481,46,79.59,7.78,47.68,253,3,17.65,5.98
2481,74,70.27,48.82,28.4,395,1,9.1,5.81
2484,4,29.98,54.11,45.61,154,4,13.88,9.34
2484,66,67.11,99.54,1.2,221,1,10.86,1.27
2485,25,82.92,62.93,22.73,203,4,12.63,8.31
2487,18,29.85,45.91,42.85,250,2,17.55,5.32
2488,18,39.29,52.46,46.85,37,4,1.66,2.36
2488,24,42.76,31.38,43.08,223,4,19.51,6.67
2489,19,33.16,34.14,36.19,67,2,9.03,3.02
2489,69,87.03,33.73,12.22,216,3,2.68,7.39
2489,91,74.37,13.57,46.98,104,4,15.98,1.04
2491,6,60.03,11.16,26.96,140,1,12.19,5.78
2492,68,48.37,5.64,34.13,208,2,18.72,8.8
2496,31,20.75,78.9,4.16,70,1,7.64,6.02
2497,81,85.26,24.62,11.87,318,3,19.89,5.31
2497,78,95.94,67.95,30.65,100,4,10.38,7.07
2497,50,47.03,17.91,28.24,302,1,13.74,8.68
2498,66,59.08,83.4,33.14,489,4,2.92,7.75
2499,30,8.43,16.42,34.49,468,2,17.95,2.91
2499,35,9.05,21.6,37.01,473,4,12.13,8.18
2500,20,53.48,46.05,3.06,1,3,6.73,8.99
2500,91,6.93,18.77,33.38,18,2,6.02,5.42
2500,37,54.13,57.01,4.69,259,1,6.11,6.27
2501,52,28.99,14.43,5.32,311,1,14.14,9.01
2501,25,56.48,71.05,21.46,152,3,4.75,9.84
2503,84,89.16,26.5,27.69,120,1,0.1,1.74
2504,35,47.65,24.67,43.39,321,3,8.66,7.15
2504,49,16.27,13.03,23.45,261,3,16.51,4.07
2504,86,49.19,26.37,2.09,440,3,2.35,2.8
2504,68,65.82,59.63,11.51,263,2,11.42,4.76
2504,53,83.09,55.86,33.75,258,2,4.25,6.63
2505,13,59.09,10.38,34.64,121,3,6.9,2.4
2506,75,61.92,54.07,31.29,254,2,7.31,4.61
2508,73,80.73,45.96,40.24,245,1,5.61,6.56
2509,64,65.77,80,18.13,230,2,9.99,7.23
2513,81,51.39,80.13,9.29,393,3,6.25,9.39
2513,61,59.09,92.49,49.17,6,3,1,9.81
2514,22,92.51,9.55,6.72,291,3,18.73,5.31
2515,67,56.37,12.17,7.01,344,4,2.37,9.49
2518,1,64.13,82.6,34.46,80,1,10.2,2.81
2518,79,83.86,33.75,8.44,42,1,16.7,7.98
2520,12,97.67,58.46,37,330,2,8.54,2.57
2520,97,7.55,37.6,23.44,251,1,13.26,5.85
2521,42,17.3,61.59,5.22,107,4,17.56,2.02
2521,25,21.47,54.32,1.23,390,1,19.62,6.42
2522,37,79.39,7.18,3.54,393,3,9.79,5.26
2522,35,70.45,42.81,6.92,82,4,7.25,1.02
2523,54,66.74,40.56,38.28,74,4,11.31,1.03
2524,29,38.12,28.81,34.53,421,4,4.6,7.72
2524,9,31.69,55.47,48.97,331,3,3.52,3.81
2526,77,17.75,9.35,13.17,206,1,18.63,2.7
2527,25,65.94,26.28,27.42,218,4,5.4,6.73
2527,98,72.34,26.34,5.97,77,1,0.15,7.05
2527,69,33.51,40.49,2.93,411,2,12.32,5.42
2527,91,51.08,41.86,36.28,476,3,14.4,9.23
2528,47,87.96,24.85,5.1,199,2,10.49,7.46
2528,82,64.54,33.17,32.86,191,1,5.89,2.08
2530,33,97.23,59.39,30.28,176,1,9.53,7.02
2530,88,19.78,20.83,23.9,379,4,5.79,3.35
2531,99,68.79,11.29,48.91,52,1,5.5,6.19
2532,20,5.97,79.58,1.61,331,1,8.61,2.62
2533,1,8.21,74.91,9.97,4,2,5.92,9.49
2538,17,33.9,52.42,25.22,201,4,16.74,1.03
2538,86,58.85,32.32,47.5,394,1,1.04,8.31
2538,44,29.74,31.21,12.11,395,3,11.99,1.54
2538,36,66.21,69.14,41.43,248,4,16.49,6.79
2538,20,84.67,15.82,6.27,63,3,8.83,5.02
2538,19,30.2,23.43,42.83,366,3,15.9,6.85
2539,34,93.46,92.11,7.55,263,3,11.79,6.54
2541,39,80.85,71.9,11.84,12,1,9.66,1.04
2542,71,86.63,30.97,34.94,60,1,7.08,8.99
2542,17,7.99,86.52,35.69,234,2,19.22,4.67
2544,36,46.81,57.08,11.17,207,3,19.93,9.12
2545,35,67.3,49.76,17.88,301,4,14.26,3.44
2545,59,35.01,69.94,9.99,286,1,15.05,5.55
2545,25,89.22,8.92,46.22,238,2,2.98,8.54
2546,66,79.21,17.3,21.8,238,1,10.48,1.27
2547,3,98.14,51.65,9.99,443,4,19.93,8.53
2548,93,73.62,33.73,39.53,176,1,0.62,6.6
2551,61,72.05,43.04,39.19,457,3,17.22,7.38
2552,72,14.65,53.84,23.4,207,1,7.71,9.74
2552,93,85.44,34.92,45.89,127,2,4.69,9.33
2554,7,76.82,67.32,13.59,169,4,4.93,3.32
2555,76,62.98,21.91,18.24,116,4,3.8,8.45
2557,84,25.97,53,6.45,122,4,6.47,4.07
2557,15,20.52,76.04,29.76,20,3,19.97,1.52
2557,92,43.49,58.5,26.29,22,3,1.08,8.49
2557,62,78.97,47.28,25.12,43,1,10.36,2.08
2558,21,62.03,89.86,24.98,112,2,12.05,8.52
2560,46,98.5,44.31,15.38,369,3,3.42,9.5
2561,27,59.08,52.37,24.95,475,3,14.72,6.19
2564,76,59.86,82.05,8.17,459,2,9.16,7.24
2564,65,92.56,21.62,34.69,24,4,4.11,1.26
2564,42,86.17,88.76,31.57,295,1,15.86,8.25
2565,15,71.09,45.62,36.65,142,2,15.11,3.77
2566,76,77,11.08,45.93,203,3,5.58,8.51
2566,77,65.52,31.38,49.74,92,3,1.61,4.66
2568,22,58.04,15.25,16.88,148,3,19.53,5.73
2569,85,32.66,39.94,4.12,274,3,18.91,5.3
2570,64,21.47,5.48,10.82,219,1,2.92,4.49
2572,1,14.1,44.91,43.05,193,3,1.63,2.41
2573,56,84.01,18.58,39.62,359,1,5.67,7.24
2573,51,43.31,75.18,36.03,249,4,10.36,1.79
2573,15,36.97,82.69,30.51,450,1,12.17,4.28
2573,81,29.69,92.77,36.26,71,2,3.47,8.05
2574,64,67.69,17.88,24.31,51,1,6.15,5.41
2574,3,7.96,70.57,19.65,221,4,16.29,8.91
2574,28,95.68,18.69,12.58,416,4,4.58,6.88
2577,66,25.31,70.37,1.96,87,2,19.49,3.42
2578,28,86.32,48.72,29.56,281,4,12.87,7.02
2579,13,66.28,43.8,42.12,83,1,3.44,5.08
2580,81,44.91,6.01,23.31,26,4,12.23,1.46
2581,9,74.8,84.43,34.71,175,3,19.59,2.91
2581,92,50.95,59.25,44.93,221,1,1.17,4.86
2581,88,34.1,19.19,13.4,1,1,19.57,4.77
2582,40,49.28,87,40.26,192,2,18.72,3.91
2585,52,46.21,51.55,24.44,318,3,7.77,8.56
2586,34,19.63,72.64,36.85,324,4,2.65,4.16
2587,11,20.59,17.88,12.22,3,4,11.89,3.13
2587,7,48.13,60.68,29.78,444,3,11.36,5.23
2588,58,34.95,59.22,3.26,324,4,14.83,3.74
2589,32,44.49,59.72,10.76,407,4,17.62,1.12
2590,88,31.05,75.73,14.02,74,2,17.09,4.19
2591,30,82.7,29.38,4.18,311,4,7.28,9.69
2591,44,58.69,50.7,19.16,242,2,15.28,4.69
2591,63,45.51,31.24,12.32,448,3,0.62,7.86
2594,38,35.7,63.11,37.51,461,4,16.68,5.57
2594,57,26.55,33.83,33.19,103,1,17.42,1.83
2595,96,94.26,49.02,21.67,221,1,15.67,8.31
2596,10,97.7,27.05,10.04,99,3,6.97,4.34
2597,33,45.9,7.61,45.27,47,4,15.03,5.77
2598,21,62.74,80.89,15.75,16,3,3.91,6.04
2599,57,82.43,11.9,4.7,397,1,19.69,9.68
2599,56,34.27,58.85,14.08,398,2,18.88,7.82
2599,59,98.69,47.92,45.74,182,1,2.5,3.38
2600,83,83.87,34.9,24.67,229,4,8.39,6.77
2601,35,27.46,64.68,6.05,79,4,5.65,9.83
2602,15,5.56,75.53,19.6,482,2,11.82,5.56
2604,62,17.05,80.65,27.38,34,3,14.75,3.97
2605,45,37.62,19.05,15.16,239,1,3.37,4.95
2606,48,76.37,84.75,24.88,305,2,5.18,5.9
2606,85,89.52,14.13,34.44,147,1,12.44,1.89
2607,1,17.86,28.11,12.04,324,1,11.45,4.53
2607,91,17.99,64.58,35.71,96,1,8.95,5.77
2610,92,53.99,94.53,11.15,101,2,13.27,5.92
2612,48,69.94,95.34,11.48,206,1,14.09,4.39
2612,8,68.98,33.93,17.07,443,1,12.14,8.92
2613,77,77.49,12.72,42.65,277,1,16.27,5.55
2614,41,42.65,38.71,38.22,277,1,15.43,4.5
2616,73,57.93,81.64,14.03,350,3,19.33,5.64
2616,6,13.85,60.59,30.41,380,4,5.37,1.55
2616,71,64.88,43.95,23.8,31,3,4.32,1.11
2616,2,76.99,8.01,18.39,279,3,0.53,4.58
2618,75,87.51,45.01,8.47,195,2,12.61,7.16
2619,14,55.79,92.35,20.04,334,2,1.09,4.52
2619,19,41.78,45.77,18.21,164,4,10.25,6.96
2620,6,25.72,96.57,29.61,77,1,0.35,4.99
2622,36,12.34,48.25,19.66,115,1,16.09,8.78
2624,41,30.3,13.02,33.85,268,4,6.01,2.75
2626,88,31.35,32.63,41.14,186,1,10.7,8.65
2626,69,73.03,15.8,4.44,436,1,11.09,5.21
2628,82,61.18,44.44,27.09,66,1,19.71,9.97
2628,6,10.45,97.86,24.9,83,3,9.07,5.75
2629,21,94.63,6.54,15.02,130,2,18.79,5.33
2631,75,74.09,55.23,39.72,262,3,17.8,5.62
2631,50,26.27,44.87,15.25,354,4,9.55,5.62
2633,71,72.41,38.54,33.33,418,3,16.17,2.42
2633,48,74.81,62.91,12.07,131,2,3.4,9.95
2638,33,24.72,76.94,8.01,442,4,12.61,4.86
2638,42,46.79,89.01,23.02,413,4,17.72,1.84
2641,65,82.58,37.22,2.65,131,1,5.3,2.75
2641,85,81.92,67.08,39.16,128,3,5.35,7.41
2642,4,15.89,89.92,34.24,260,4,1.47,2.37
2642,21,39.26,5.34,40.07,6,4,18.15,2.43
2644,22,23.76,87.71,48.85,86,2,3.21,5.74
2646,74,84.73,56.86,22.04,8,3,2.13,1.69
2647,89,85.65,58.07,7.83,414,2,13.16,9.77
2650,26,72.35,74.39,27.34,139,4,1.85,3.33
2650,25,83.89,74.19,11.64,19,1,8.74,8.23
2651,97,35.85,33.09,19.81,476,3,3.29,3.29
2651,85,57.96,67.85,37.16,345,1,17.18,3.63
2653,51,90.25,16.04,25.82,444,4,11.85,9.58
2653,78,26.56,9.64,27.94,419,2,10.57,2.09
2654,16,49.36,75.19,31.75,68,3,11.03,9.9
2655,17,39.53,14.95,6.38,373,4,14.13,4.17
2656,22,89.61,11.15,7.1,488,1,8.55,3.09
2656,14,83.15,81.27,44.51,347,3,16.47,3.95
2656,64,51.86,81.93,44.59,88,1,5.41,5.43
2656,15,21.26,57.57,7.46,45,3,1.38,5.59
2656,60,79.56,68.08,27.28,47,2,4.42,1.45
2657,65,65.47,66.36,34.86,396,3,19.96,9.67
2657,85,87.16,7.32,42.81,19,2,18.97,5.2
2657,95,65.83,88.9,21.8,349,4,19.95,1.04
2658,25,64.11,67.83,34.81,160,2,6.45,3.45
2660,39,50.36,76.66,20.77,172,4,9.86,4.31
2661,51,70.61,99.19,25.87,374,4,11.16,4.23
2664,19,35.93,91.23,47.98,190,3,9.79,5.95
2665,27,26.02,64.57,27.86,251,3,8.33,4.27
2666,14,87.76,58.89,35.71,384,4,12.89,5.84
2666,91,68.68,8.09,34.1,184,1,11.37,8.6
2667,76,75.1,12.37,3.13,340,2,4.74,7.07
2667,61,88.14,99.19,13.38,466,1,6.9,6.69
2667,87,96.96,20.68,8.88,421,2,11.42,4.36
2670,94,18.61,82.42,44.91,480,2,4.33,3.08
2670,33,93.59,64.2,33.57,370,1,16.74,9.12
2670,46,29.36,58.97,35.76,381,4,7.51,2.71
2673,54,8.93,96.87,21.94,167,4,9.62,6.63
2673,98,59.28,67.43,4.28,291,1,1.71,2.43
2674,56,94.89,36.02,45.6,378,3,13.59,5.09
2677,94,25.88,59.2,25.05,484,3,12.63,9.15
2678,33,10.29,98.07,2.04,255,3,15.88,3.93
2679,52,86.91,92.98,31.53,183,2,11.92,6.35
2679,58,94.62,84.25,0.98,166,2,9.04,7.27
2680,40,13.05,49.49,42.14,461,3,16.9,6.97
2682,63,49.2,35.04,27.68,350,1,16.47,1.68
2684,92,42.18,47.08,37.38,437,1,12.2,5.87
2684,43,93.13,47.85,0.02,241,1,1.27,4.71
2685,77,39.46,42.44,36.05,66,2,4.36,9.64
2686,29,42.94,18.96,36.44,467,4,7.61,7.07
2686,17,77.94,23.83,24.54,443,3,0.97,3.9
2687,26,44.53,23.79,6.99,15,3,2.12,2.27
2688,8,97.61,96.15,49.95,495,1,2.8,4.23
2688,65,55.45,48.31,19.19,331,4,15.71,2.94
2691,94,63.37,43.09,2.51,109,3,16.89,7.73
2691,31,49.68,85.22,39.08,202,1,7.77,7.76
2692,97,99.99,25.67,11.38,235,1,19.55,9.69
2693,42,13.45,97,35.77,217,3,7.12,1.53
2695,97,78.27,40.5,18.76,307,2,0.03,7.07
2696,61,13.42,90.97,26.27,195,3,11.36,7.12
2696,11,98.45,24.96,7.35,457,1,14.42,7.86
2696,6,21.44,10.25,45.05,23,1,3.34,4.36
2696,30,53.64,75.91,18.37,201,1,13.21,6.17
2697,59,69.91,42.61,11.73,413,1,5.42,5.48
2698,20,96.11,44.75,35.18,447,1,9.15,9.26
2700,60,18.24,37.36,17.12,417,1,9.91,1.82
2701,77,60.12,50.03,12.1,156,2,6.77,7.87
2702,32,83.03,92.03,5.53,17,2,11.08,5.36
2702,68,71.94,26.07,37.02,457,3,13.27,3.76
2703,26,74.6,53.93,2.17,139,1,13.68,8.53
2703,14,28.77,21.08,31.15,156,2,15.44,6.2
2704,12,68.03,31.16,14.15,370,3,11.65,6.66
2705,19,5.15,46.15,3.14,395,4,13.14,2.56
2706,4,42.08,14.86,37.57,270,1,12.84,4.47
2706,29,20.54,63.41,26.23,133,1,5.34,4.34
2706,61,37.91,62.58,32.11,377,2,5.38,4.61
2708,29,17.1,13.37,28.5,379,3,5.46,4.05
2710,70,66.47,47.41,36.14,196,2,13.79,6.27
2710,24,32.8,37.05,12.5,140,4,2.77,5.5
2712,14,64.7,41.12,44.72,487,2,4.29,5.44
2712,55,78.6,31.24,10.64,139,1,0.15,9.85
2715,37,46.75,86.68,32.27,53,3,11.84,9.34
2716,42,77.39,24.04,43.3,275,1,14.07,9.76
2718,93,66.15,51.07,7.6,75,2,15.05,8.12
2720,30,47,73.56,28.66,196,2,4.1,5.81
2721,46,86.34,28.12,24.22,291,1,3.55,2.99
2725,89,75.86,61.46,29.77,273,3,10.37,6.07
2725,86,86.8,69.48,35.23,425,4,15.33,1.09
2725,28,71.58,16.67,15.37,228,4,13.3,3.67
2727,71,73.79,9.13,11.18,399,1,1.03,7.99
2728,26,74.26,63.35,44.38,186,1,12.71,8.92
2730,89,22.31,43.39,32.09,460,1,3.92,6.6
2730,20,47.91,49.58,2.88,335,1,12.47,2.35
2730,83,16.67,49.59,10.89,434,3,15.44,7.83
2731,36,54.17,91.69,21.4,222,1,18.17,2.13
2732,63,78.15,89.08,1.54,30,3,16.21,2.22
2733,33,38.86,96.33,11.04,168,3,6.25,3.41
2734,23,84.46,87.12,12.68,182,4,6.53,6.4
2734,24,85.9,33.49,44.48,399,4,5.69,2.09
2734,87,29,57.24,21.22,236,3,18.86,8.42
2736,79,97.82,7.92,12.82,443,3,4.5,1.44
2738,31,70.14,19.35,39.49,401,3,4.72,3.53
2740,55,47.09,64.85,33.92,447,1,10.48,2.47
2740,52,60.84,63.89,11.11,193,3,18.74,7.33
2741,90,24.42,44.63,45.22,8,1,17.94,3.67
2741,85,62.34,28.4,4.34,149,1,2.17,7.56
2741,28,58.98,46.27,39.73,271,1,11.88,6.89
2742,36,96.25,22.73,9.86,74,3,2.96,5.82
2744,20,21.53,97.1,14.69,85,3,2.63,7.83
2745,82,93.67,7.86,48.46,474,1,4.21,6.82
2745,71,54.34,56.99,31.66,113,1,11.77,2.11
2747,47,89.7,98.9,48.09,119,1,3.86,4.79
2747,95,26.66,15.78,12.48,356,4,4.17,6.66
2747,70,50.07,91.44,22.5,10,1,14.44,9.94
2748,70,29.97,85.59,9.57,93,2,14.16,8.46
2749,28,46.97,45.98,31.94,123,4,2.47,6
2749,84,53.01,27.02,36.17,194,1,10.37,8.81
2749,4,36.7,5.89,19.31,301,3,12.58,1.89
2751,22,5.18,76.78,2.62,265,2,10.73,1.11
2751,21,6.16,97.58,31.57,166,3,14.02,7.12
2751,28,44.25,64.14,23.48,328,4,14.04,2.17
2753,36,65.06,51.37,47.72,102,2,11.51,2.56
2754,62,92.59,44.99,15.71,262,3,3.18,6.51
2754,15,69.4,41.27,14.59,175,3,5.89,9.98
2755,99,58.4,93.56,43.31,454,4,1.71,4.45
2755,64,90.77,51.18,5.04,94,1,0.66,4.78
2756,65,39.53,54.79,39.73,299,4,3.87,4.98
2758,11,80.66,60.53,1.2,382,3,18.84,9.73
2758,29,7.22,97.38,18.65,126,2,6.86,5.36
2759,78,7.13,10.8,46.93,467,2,4.85,9.4
2759,12,94.47,36.91,42.08,263,1,12.84,1.62
2763,2,24.2,17.98,29.68,76,1,11.42,4.79
2764,92,81.84,42.26,18.02,395,2,9.28,1.74
2766,24,65.67,31.41,32.38,52,2,13.77,9.85
2767,49,96.83,18.84,5.27,128,2,12.38,2.88
2769,91,42.25,68.73,7.14,187,2,10.87,8.5
2770,72,79.48,30.91,34.64,38,1,17.18,6.55
2772,76,64.65,28.41,21.99,377,3,11.17,5.69
2773,1,27.99,41.08,15.13,458,3,15.46,5.58
2773,77,13.21,25.47,12.94,95,4,5.54,6.64
2774,46,48.69,67.8,7.93,161,1,2.29,9.72
2775,42,29.36,71.4,44.24,343,1,1.4,5.33
2775,2,58.71,66.54,3.29,266,3,11.7,7.42
2778,35,33.5,34.99,35.94,113,2,5.58,7.25
2778,80,90.4,69.21,34.59,434,1,3.67,4.75
2778,74,57.43,94.32,35.51,120,1,15.44,3.58
2778,73,34.17,72.02,44.97,177,2,0.1,4.06
2779,86,93.06,76.89,35.3,129,3,9.17,7.41
2784,99,75.93,70.47,3.45,119,1,4.21,1.12
2785,79,34.64,24.22,46.65,118,2,10.92,5.26
2785,60,44.58,88.03,35.58,5,3,13.56,7.16
2785,62,35.5,70.41,11.43,46,2,16.12,1.08
2786,39,62.92,70.85,25.63,120,3,2.32,3.35
2787,87,20.31,76.22,13.09,182,1,19.73,9.5
2787,33,48.9,85.7,31.91,485,4,15.56,2.99
2788,94,76.74,84.69,1.34,463,4,10.29,3.63
2788,1,36.97,78.73,27.47,229,1,3.89,5.85
2788,65,68.89,6.93,19.73,11,1,4.33,4.99
2790,12,11.96,78.26,20.74,204,3,1.35,7.25
2790,11,61.5,45.11,40.59,337,4,11.7,9.36
2792,98,5.93,21.97,14.1,149,4,2.67,7.41
2792,16,27.66,21.05,11.7,460,1,0.98,8.84
2793,60,66.64,41.88,18.46,394,2,8.96,4.58
2795,37,44.51,90.75,29.63,415,4,12.23,9.25
2796,48,77.07,83.57,22.17,318,3,5.11,9.66
2796,8,5.79,28.1,21.27,328,2,8.16,2.68
2796,21,93.15,95.11,12.31,77,3,13.97,4.48
2797,45,48.11,42.19,5.41,84,2,19.08,5.76
2798,22,26.2,94.1,34.37,333,4,16.65,7.93
2799,32,41.74,85.92,9.86,4,3,13.58,1.71
2799,88,9.09,70.02,24.21,414,1,17.9,9.68
2800,11,43.79,36.79,25.81,472,1,1.51,6.8
2802,24,23.7,45.33,32.95,348,1,19.28,6.49
2803,16,70.15,93.08,22.26,199,2,15.02,7.83
2804,62,44.24,69.89,32.1,225,4,9.17,4.96
2807,63,39.25,15.92,18.13,265,1,1.91,6.47
2809,28,62.2,86.14,21.42,123,4,7.11,1.06
2809,35,53.47,90.35,12.66,173,2,10.78,8.47
2811,99,6.73,57.89,39.21,280,4,2.83,3.98
2812,2,86.53,64.62,25.34,233,4,11.19,6.93
2813,13,25.65,40.32,25.22,401,1,18.74,8.2
2813,20,35.78,15.41,3.1,372,2,1.63,8.39
2814,21,72.35,35.11,12.72,220,2,0.73,3.83
2814,33,60.04,84.34,20.83,253,4,10.29,5.64
2816,62,33.04,19.11,37.32,415,2,7.72,3.36
2818,96,56.6,17.63,46.95,4,4,14.37,7.65
2818,13,26.8,41.23,42.87,24,1,0.32,3.37
2820,54,51.86,28.02,14.83,127,3,8.36,5.19
2820,58,40.68,17.37,17.69,131,2,19.53,8.23
2820,39,65.4,98.27,44.48,106,1,9.44,5.59
2822,95,44.23,91.82,6.43,333,3,17.71,2.94
2822,92,35.42,11.75,14.83,393,3,1.68,4.45
2823,38,63.81,65.38,38.01,423,3,8.12,4.18
2823,23,19.68,39.99,18.83,175,1,8,4.05
2826,13,50.44,42.74,6.8,200,4,19.07,7.47
2826,50,35.44,27.95,41.91,112,1,5.98,4.35
2826,80,50.59,28.73,22.87,477,2,6.63,8.99
2827,21,12.21,54.75,17.52,158,4,7.9,6.77
2828,90,78.65,88.12,44.27,158,1,2.39,6.08
2828,73,93.18,36.54,36.17,49,2,9.59,7.12
2828,72,25.71,79.82,47.74,331,2,15.14,1.66
2829,2,43.92,77.6,40.13,199,1,9.28,7.06
2830,10,63.4,93.25,6.66,252,1,0.93,8.7
2831,26,91.77,87.36,15.37,460,3,5.94,4.47
2831,43,51.45,84.45,9.29,268,4,10.44,1.53
2831,92,8.16,13.69,18.45,474,4,2.01,4.96
2832,1,39.63,56.14,48.91,26,4,2.98,7.06
2833,8,27.45,40.64,22.18,46,1,1.6,8.92
2833,86,92.93,56.04,34.73,36,3,1.86,8.41
2835,58,11.6,79.5,27.48,23,1,18.71,5.34
2836,34,98.94,31.19,36.44,120,3,2.26,1.03
2836,76,84.25,67.03,46.02,53,4,4.76,4.09
2836,66,12.08,65.17,13.25,235,2,12.75,2.72
2837,33,15.79,18.42,40.96,174,1,4.3,1.11
2837,99,33.48,26.52,47.43,54,4,4.36,9.16
