ProductID,Date,StoreID,SalesQuantity,Price,Promotions,SeasonalityFactors,DemandTrend,CustomerSegments,StoreLocation,ManagerID
3715,2024-05-05,75,12,47.92,Yes,Festival,Increasing,Regular,Maharashtra,AW01
3716,2024-01-11,28,260,29.51,No,Holiday,Stable,Regular,West Bengal,AW08
3717,2024-12-03,38,482,46.12,Yes,Festival,Increasing,Budget,Telangana,AW02
3717,2024-01-21,59,289,82.51,Yes,Festival,Stable,Regular,Haryana,AW04
3718,2024-06-04,61,370,36.25,Yes,Weekday,Stable,Regular,Assam,AW06
3719,2024-08-12,25,386,16.76,Yes,Holiday,Stable,Budget,Maharashtra,AW01
3719,2024-10-25,19,278,41.15,Yes,Festival,Decreasing,Budget,Delhi,AW03
3722,2024-09-27,72,295,21.89,No,Festival,Increasing,Budget,Gujarat,AW05
3722,2024-06-12,70,57,20.35,No,Holiday,Decreasing,Premium,Telangana,AW02
3722,2024-03-03,87,347,93.48,No,Festival,Increasing,Regular,Assam,AW06
3724,2024-05-03,27,41,26.52,Yes,Festival,Decreasing,Premium,Gujarat,AW05
3726,2024-03-10,84,363,78.02,No,Holiday,Decreasing,Premium,West Bengal,AW08
3728,2024-05-28,84,249,71.64,No,Holiday,Stable,Budget,Uttar Pradesh,AW13
3730,2024-10-26,70,433,81.39,No,Weekday,Decreasing,Premium,Punjab,AW09
3732,2024-01-13,62,14,78.23,No,Festival,Decreasing,Premium,Delhi,AW03
3732,2024-09-26,90,60,19.28,Yes,Holiday,Increasing,Budget,Haryana,AW04
3733,2024-06-22,89,104,75.91,No,Weekday,Increasing,Budget,Tamil Nadu,AW12
3733,2024-10-21,6,64,73.09,No,Weekday,Stable,Premium,Uttar Pradesh,AW13
3733,2024-11-27,37,237,78.06,Yes,Weekday,Stable,Regular,Tamil Nadu,AW12
3734,2024-09-28,81,210,67.27,No,Festival,Increasing,Premium,Delhi,AW03
3735,2024-02-17,44,298,83.98,No,Holiday,Stable,Premium,Rajasthan,AW10
3735,2024-12-28,65,233,43.86,No,Holiday,Increasing,Premium,Uttar Pradesh,AW13
3736,2024-06-10,69,280,81.74,No,Weekday,Increasing,Budget,Maharashtra,AW01
3737,2024-07-10,98,148,26.26,No,Holiday,Decreasing,Budget,Telangana,AW02
3738,2024-09-17,73,71,93.41,Yes,Festival,Stable,Regular,Telangana,AW02
3738,2024-09-13,92,214,69.5,No,Holiday,Stable,Premium,Karnataka,AW07
3738,2024-07-23,61,384,58.47,No,Weekday,Increasing,Budget,Uttar Pradesh,AW13
3740,2024-09-14,71,462,16.51,Yes,Holiday,Increasing,Regular,Gujarat,AW05
3740,2024-02-27,2,79,66.93,No,Festival,Increasing,Premium,Delhi,AW03
3741,2024-02-02,72,18,75.75,Yes,Festival,Increasing,Regular,Gujarat,AW05
3742,2024-06-15,30,308,26.7,No,Festival,Decreasing,Regular,Haryana,AW04
3743,2024-01-19,78,495,69.35,Yes,Festival,Decreasing,Budget,Maharashtra,AW01
3743,2024-02-20,11,239,59.99,Yes,Weekday,Stable,Regular,Delhi,AW03
3743,2024-01-25,51,371,26.09,Yes,Weekday,Decreasing,Premium,Karnataka,AW07
3745,2024-04-28,19,249,91.4,No,Festival,Stable,Regular,Uttar Pradesh,AW13
3746,2024-06-24,41,58,68.21,Yes,Holiday,Stable,Premium,Madhya Pradesh,AW11
3748,2024-01-30,71,296,82.14,Yes,Holiday,Stable,Regular,Delhi,AW03
3748,2024-01-11,78,373,67.17,No,Weekday,Decreasing,Budget,Delhi,AW03
3748,2024-01-17,72,110,84.71,Yes,Holiday,Decreasing,Premium,Delhi,AW03
3751,2024-12-26,85,218,18.05,No,Festival,Decreasing,Regular,Haryana,AW04
3751,2024-01-02,38,380,25.18,Yes,Weekday,Increasing,Premium,Punjab,AW09
3752,2024-07-07,24,365,16.37,Yes,Festival,Stable,Budget,Telangana,AW02
3752,2024-02-28,50,4,60.8,No,Festival,Decreasing,Regular,Telangana,AW02
3753,2024-01-22,39,7,10.62,No,Holiday,Increasing,Regular,Tamil Nadu,AW12
3753,2024-10-15,32,142,91.97,No,Weekday,Stable,Regular,Rajasthan,AW10
3754,2024-06-17,12,353,49.8,No,Festival,Increasing,Budget,Maharashtra,AW01
3754,2024-07-09,18,332,24.59,Yes,Festival,Increasing,Regular,Uttar Pradesh,AW13
3754,2024-01-09,69,242,57.94,No,Weekday,Stable,Budget,Uttar Pradesh,AW13
3755,2024-10-03,58,402,42.04,No,Festival,Decreasing,Regular,Maharashtra,AW01
3756,2024-08-27,50,457,85.37,Yes,Festival,Decreasing,Premium,Karnataka,AW07
3758,2024-03-06,66,332,66.1,No,Holiday,Increasing,Premium,Haryana,AW04
3759,2024-06-30,9,138,91.79,Yes,Festival,Stable,Regular,Haryana,AW04
3759,2024-05-10,45,384,83.59,Yes,Festival,Decreasing,Budget,Delhi,AW03
3759,2024-08-31,56,325,41.56,No,Weekday,Stable,Budget,Assam,AW06
3759,2024-06-06,51,188,72.45,No,Holiday,Decreasing,Regular,Madhya Pradesh,AW11
3760,2024-07-16,39,454,27.33,No,Festival,Increasing,Budget,Gujarat,AW05
3766,2024-12-19,51,214,32.89,Yes,Weekday,Increasing,Premium,Assam,AW06
3768,2024-11-14,2,392,49.66,No,Holiday,Decreasing,Budget,Gujarat,AW05
3768,2024-04-14,21,243,35.78,Yes,Holiday,Stable,Regular,Maharashtra,AW01
3768,2024-03-31,18,358,6.26,No,Holiday,Decreasing,Regular,West Bengal,AW08
3770,2024-09-23,90,230,32.4,No,Weekday,Decreasing,Budget,West Bengal,AW08
3772,2024-03-10,8,279,19.19,No,Holiday,Stable,Premium,Karnataka,AW07
3773,2024-11-29,53,147,38.07,Yes,Festival,Increasing,Budget,Haryana,AW04
3773,2024-04-15,20,197,80.08,Yes,Holiday,Decreasing,Premium,Tamil Nadu,AW12
3775,2024-01-06,52,404,51.84,No,Holiday,Stable,Regular,Delhi,AW03
3777,2024-09-16,40,160,42.49,Yes,Festival,Decreasing,Premium,West Bengal,AW08
3777,2024-12-23,53,484,16.95,Yes,Festival,Decreasing,Budget,Uttar Pradesh,AW13
3778,2024-04-26,33,82,43.29,Yes,Holiday,Increasing,Budget,Maharashtra,AW01
3778,2024-04-27,76,167,16.39,Yes,Festival,Stable,Regular,Madhya Pradesh,AW11
3780,2024-11-17,7,291,61.22,No,Holiday,Stable,Regular,Haryana,AW04
3780,2024-12-16,3,259,88.26,Yes,Holiday,Stable,Premium,Gujarat,AW05
3780,2024-10-07,89,340,57.24,Yes,Festival,Stable,Budget,Haryana,AW04
3780,2024-01-18,50,261,48.29,Yes,Holiday,Decreasing,Premium,West Bengal,AW08
3781,2024-07-29,35,144,22.21,Yes,Festival,Decreasing,Budget,Gujarat,AW05
3781,2024-11-10,63,27,65.26,Yes,Holiday,Increasing,Budget,Telangana,AW02
3782,2024-06-11,85,314,64.48,Yes,Festival,Increasing,Budget,Telangana,AW02
3782,2024-04-22,12,248,24.84,Yes,Festival,Stable,Budget,Haryana,AW04
3785,2024-05-06,29,168,97.96,No,Festival,Stable,Premium,Karnataka,AW07
3788,2024-07-21,71,289,51.51,Yes,Holiday,Stable,Regular,Tamil Nadu,AW12
3789,2024-02-12,40,51,67.78,No,Weekday,Stable,Regular,Assam,AW06
3790,2024-05-07,98,10,52.05,No,Holiday,Decreasing,Budget,Haryana,AW04
3791,2024-04-03,26,362,15.95,No,Weekday,Increasing,Regular,Karnataka,AW07
3793,2024-09-30,82,375,6.3,No,Festival,Increasing,Budget,Haryana,AW04
3793,2024-03-02,20,141,29.94,Yes,Festival,Stable,Premium,Haryana,AW04
3794,2024-01-16,40,477,17.93,No,Weekday,Decreasing,Budget,Delhi,AW03
3797,2024-03-11,40,464,47.18,Yes,Holiday,Increasing,Budget,Delhi,AW03
3798,2024-06-14,81,412,12.34,Yes,Holiday,Increasing,Premium,Telangana,AW02
3798,2024-10-19,75,19,83.12,No,Holiday,Decreasing,Premium,Telangana,AW02
3798,2024-04-27,89,24,9.69,Yes,Weekday,Stable,Budget,Delhi,AW03
3798,2024-06-28,7,47,27.67,Yes,Weekday,Increasing,Regular,Karnataka,AW07
3798,2024-02-18,10,424,9.39,Yes,Holiday,Stable,Regular,Assam,AW06
3799,2024-09-21,41,349,33.39,No,Festival,Decreasing,Budget,Haryana,AW04
3800,2024-09-17,28,99,41.75,Yes,Holiday,Increasing,Budget,Assam,AW06
3800,2024-05-01,16,12,67.07,No,Festival,Increasing,Regular,Tamil Nadu,AW12
3801,2024-06-18,47,264,32.02,Yes,Festival,Increasing,Budget,Telangana,AW02
3801,2024-10-31,89,169,18.68,No,Weekday,Increasing,Premium,Punjab,AW09
3802,2024-05-07,60,178,6.5,No,Holiday,Decreasing,Regular,Telangana,AW02
3803,2024-08-22,30,144,29.92,Yes,Holiday,Decreasing,Budget,Haryana,AW04
3803,2024-04-18,68,310,70.54,No,Festival,Decreasing,Premium,Telangana,AW02
3804,2024-05-29,32,314,97.39,Yes,Festival,Increasing,Regular,West Bengal,AW08
3805,2024-12-15,42,187,33,No,Weekday,Stable,Premium,West Bengal,AW08
3805,2024-02-22,98,402,70.1,No,Festival,Increasing,Premium,Karnataka,AW07
3805,2024-11-05,70,301,57.18,No,Festival,Decreasing,Regular,West Bengal,AW08
3806,2024-11-09,33,165,18.8,Yes,Holiday,Stable,Budget,Gujarat,AW05
3807,2024-09-11,27,58,24.96,Yes,Holiday,Stable,Budget,Tamil Nadu,AW12
3809,2024-06-09,36,365,20.33,No,Festival,Decreasing,Budget,Maharashtra,AW01
3809,2024-06-24,83,150,7.53,No,Weekday,Stable,Budget,Karnataka,AW07
3810,2024-07-15,14,123,65.8,Yes,Holiday,Decreasing,Premium,Delhi,AW03
3810,2024-04-05,96,297,77.48,No,Holiday,Decreasing,Regular,Uttar Pradesh,AW13
3811,2024-11-09,79,467,85.87,No,Holiday,Stable,Premium,Delhi,AW03
3811,2024-05-05,14,231,85.7,No,Weekday,Decreasing,Regular,Punjab,AW09
3812,2024-08-30,79,434,66.06,No,Holiday,Increasing,Premium,Punjab,AW09
3813,2024-10-27,34,313,87.97,Yes,Holiday,Decreasing,Regular,Delhi,AW03
3813,2024-10-01,7,188,25.1,No,Holiday,Stable,Budget,Telangana,AW02
3814,2024-07-05,25,416,58.65,Yes,Holiday,Decreasing,Premium,Maharashtra,AW01
3815,2024-12-26,95,106,74.74,No,Festival,Decreasing,Premium,Delhi,AW03
3817,2024-11-13,60,266,95.51,Yes,Weekday,Increasing,Budget,Tamil Nadu,AW12
3817,2024-07-09,63,416,10.4,Yes,Weekday,Increasing,Premium,Assam,AW06
3820,2024-10-30,54,487,93.69,Yes,Festival,Increasing,Premium,Uttar Pradesh,AW13
3821,2024-02-19,9,108,44.21,No,Festival,Decreasing,Premium,Gujarat,AW05
3822,2024-08-25,96,346,10.06,No,Festival,Decreasing,Premium,Telangana,AW02
3823,2024-03-02,72,26,30.33,Yes,Holiday,Stable,Premium,Delhi,AW03
3823,2024-02-18,20,497,78.22,Yes,Holiday,Increasing,Budget,Haryana,AW04
3824,2024-04-27,7,305,18.38,No,Holiday,Stable,Budget,Gujarat,AW05
3824,2024-12-11,79,304,81.37,Yes,Holiday,Increasing,Budget,Delhi,AW03
3826,2024-04-06,57,186,94.14,No,Holiday,Decreasing,Regular,Haryana,AW04
3826,2024-10-20,28,441,26.12,No,Festival,Decreasing,Regular,Gujarat,AW05
3829,2024-11-15,15,432,44.98,No,Holiday,Increasing,Budget,Punjab,AW09
3831,2024-02-11,24,435,8.01,No,Holiday,Stable,Budget,Maharashtra,AW01
3834,2024-04-14,65,7,23.05,Yes,Festival,Increasing,Budget,Haryana,AW04
3834,2024-09-07,55,241,15.2,Yes,Holiday,Increasing,Budget,Uttar Pradesh,AW13
3835,2024-01-15,5,327,9.02,Yes,Holiday,Decreasing,Regular,Delhi,AW03
3837,2024-02-06,22,314,53.24,Yes,Festival,Increasing,Budget,Haryana,AW04
3837,2024-04-15,49,124,81.53,No,Holiday,Decreasing,Regular,Gujarat,AW05
3837,2024-05-16,20,17,60.72,Yes,Festival,Decreasing,Regular,Telangana,AW02
3839,2024-05-21,81,265,71.47,No,Holiday,Increasing,Regular,West Bengal,AW08
3841,2024-10-11,39,281,64.87,Yes,Holiday,Increasing,Budget,Assam,AW06
3844,2024-05-19,34,192,90.78,No,Festival,Increasing,Budget,Telangana,AW02
3844,2024-03-17,42,54,93.71,No,Festival,Stable,Regular,Telangana,AW02
3844,2024-07-16,68,8,77.17,No,Festival,Increasing,Regular,Assam,AW06
3845,2024-02-27,79,299,65.58,No,Holiday,Stable,Regular,Haryana,AW04
3845,2024-10-04,12,267,49.51,Yes,Weekday,Increasing,Budget,Haryana,AW04
3846,2024-01-16,15,1,76.75,No,Festival,Decreasing,Regular,Tamil Nadu,AW12
3847,2024-06-04,28,237,77.97,No,Festival,Stable,Premium,Delhi,AW03
3847,2024-05-26,2,201,26.91,No,Holiday,Increasing,Budget,Madhya Pradesh,AW11
3848,2024-01-08,2,475,7.89,Yes,Holiday,Stable,Premium,Tamil Nadu,AW12
3850,2024-08-16,72,144,77.23,Yes,Holiday,Stable,Regular,Gujarat,AW05
3851,2024-11-25,26,369,42.27,No,Holiday,Stable,Budget,Gujarat,AW05
3852,2024-09-25,50,190,53.2,Yes,Festival,Stable,Premium,Telangana,AW02
3853,2024-07-31,6,122,72.51,No,Holiday,Decreasing,Budget,Telangana,AW02
3854,2024-04-03,95,65,71.34,Yes,Festival,Stable,Budget,Telangana,AW02
3855,2024-11-17,24,312,50.77,No,Holiday,Decreasing,Premium,Delhi,AW03
3858,2024-01-03,98,392,70.59,Yes,Festival,Stable,Budget,Haryana,AW04
3858,2024-11-05,42,67,58.56,Yes,Festival,Decreasing,Regular,Uttar Pradesh,AW13
3861,2024-01-16,74,68,13.31,No,Holiday,Stable,Budget,Delhi,AW03
3861,2024-04-26,26,194,99.21,No,Festival,Decreasing,Regular,Punjab,AW09
3862,2024-10-14,27,135,94.09,No,Holiday,Decreasing,Budget,Delhi,AW03
3863,2024-03-10,14,422,90.42,No,Weekday,Increasing,Premium,West Bengal,AW08
3865,2024-09-04,6,284,15.53,No,Holiday,Increasing,Regular,Assam,AW06
3866,2024-06-15,1,322,90.72,No,Weekday,Increasing,Budget,Assam,AW06
3868,2024-08-04,19,256,42.19,Yes,Festival,Increasing,Premium,Gujarat,AW05
3868,2024-07-07,17,480,88.2,No,Festival,Increasing,Regular,Madhya Pradesh,AW11
3868,2024-04-03,15,250,26.03,Yes,Weekday,Stable,Regular,Uttar Pradesh,AW13
3869,2024-05-15,93,449,73.04,No,Holiday,Increasing,Budget,Delhi,AW03
3869,2024-03-26,19,385,78.5,No,Festival,Decreasing,Regular,Madhya Pradesh,AW11
3874,2024-01-30,23,374,86.79,Yes,Festival,Decreasing,Premium,Karnataka,AW07
3875,2024-09-25,82,39,73.89,Yes,Holiday,Stable,Regular,Maharashtra,AW01
3875,2024-06-19,67,373,36.49,Yes,Festival,Increasing,Premium,Punjab,AW09
3876,2024-10-12,21,195,34.86,No,Festival,Decreasing,Regular,Punjab,AW09
3878,2024-05-28,79,481,34.12,No,Holiday,Stable,Regular,Uttar Pradesh,AW13
3880,2024-02-09,57,19,10.09,Yes,Festival,Decreasing,Regular,Maharashtra,AW01
3880,2024-02-01,31,192,73.55,Yes,Weekday,Stable,Premium,Uttar Pradesh,AW13
3882,2024-03-11,37,372,40.57,No,Holiday,Stable,Premium,Karnataka,AW07
3882,2024-02-23,2,473,97.02,Yes,Holiday,Increasing,Regular,West Bengal,AW08
3883,2024-06-03,72,296,69.57,No,Weekday,Increasing,Budget,West Bengal,AW08
3885,2024-10-26,25,350,34.38,Yes,Festival,Stable,Regular,Gujarat,AW05
3886,2024-01-26,9,445,25.56,Yes,Weekday,Increasing,Budget,Telangana,AW02
3886,2024-07-24,49,283,45.34,No,Festival,Decreasing,Premium,West Bengal,AW08
3888,2024-11-30,21,244,70.55,No,Festival,Decreasing,Budget,Maharashtra,AW01
3888,2024-03-09,26,386,44.29,No,Holiday,Stable,Premium,Assam,AW06
3889,2024-11-02,99,433,99.79,Yes,Weekday,Decreasing,Budget,Punjab,AW09
3895,2024-04-12,28,146,41.68,No,Festival,Increasing,Budget,Delhi,AW03
3896,2024-09-18,15,228,55.35,No,Holiday,Increasing,Budget,Karnataka,AW07
3897,2024-10-17,43,171,28.33,No,Holiday,Stable,Premium,Delhi,AW03
3900,2024-05-13,36,434,31.01,Yes,Festival,Increasing,Regular,Maharashtra,AW01
3900,2024-05-10,52,344,65.53,No,Festival,Decreasing,Premium,Maharashtra,AW01
3900,2024-03-23,84,76,19.17,Yes,Holiday,Increasing,Regular,Maharashtra,AW01
3900,2024-05-27,71,464,99.59,Yes,Holiday,Decreasing,Budget,Haryana,AW04
3901,2024-12-26,94,405,34.39,No,Festival,Increasing,Budget,Rajasthan,AW10
3908,2024-10-01,21,18,99.94,No,Festival,Stable,Regular,Punjab,AW09
3908,2024-07-05,8,433,16.84,Yes,Weekday,Stable,Budget,Karnataka,AW07
3912,2024-07-20,42,57,56.3,No,Weekday,Stable,Budget,Madhya Pradesh,AW11
3912,2024-07-07,65,263,89.97,Yes,Weekday,Decreasing,Budget,Punjab,AW09
3913,2024-02-20,82,313,46.85,No,Weekday,Stable,Regular,Punjab,AW09
3914,2024-04-22,89,5,51.3,No,Festival,Stable,Premium,Delhi,AW03
3915,2024-09-23,51,70,6.22,Yes,Festival,Decreasing,Premium,Gujarat,AW05
3917,2024-12-06,14,376,40.73,Yes,Festival,Increasing,Premium,Gujarat,AW05
3920,2024-01-06,71,239,52.12,No,Weekday,Decreasing,Budget,Punjab,AW09
3922,2024-01-19,78,116,19.76,Yes,Festival,Increasing,Regular,Delhi,AW03
3922,2024-05-26,10,3,46.44,Yes,Festival,Decreasing,Regular,Gujarat,AW05
3922,2024-03-20,50,36,78.2,No,Festival,Increasing,Budget,Punjab,AW09
3923,2024-08-21,82,4,47.02,Yes,Festival,Increasing,Premium,Punjab,AW09
3925,2024-01-25,52,351,57.2,Yes,Holiday,Decreasing,Premium,Assam,AW06
3930,2024-07-21,93,422,87.07,No,Weekday,Increasing,Premium,Assam,AW06
3931,2024-05-07,23,110,27.66,Yes,Festival,Stable,Budget,Punjab,AW09
3932,2024-10-09,13,245,84.03,No,Holiday,Stable,Budget,Delhi,AW03
3934,2024-06-19,1,69,49.35,No,Festival,Decreasing,Regular,West Bengal,AW08
3935,2024-07-15,92,35,17.24,No,Holiday,Stable,Premium,Uttar Pradesh,AW13
3937,2024-04-15,55,208,26.77,No,Festival,Decreasing,Budget,Tamil Nadu,AW12
3937,2024-05-09,41,277,88.69,No,Weekday,Increasing,Budget,West Bengal,AW08
3938,2024-11-12,97,168,82.31,No,Holiday,Increasing,Budget,Assam,AW06
3939,2024-12-05,86,114,76.47,No,Festival,Decreasing,Regular,Delhi,AW03
3939,2024-09-23,3,193,49.92,Yes,Festival,Decreasing,Regular,Madhya Pradesh,AW11
3940,2024-04-25,61,73,26.41,No,Weekday,Stable,Regular,Punjab,AW09
3942,2024-02-19,13,482,50.26,No,Weekday,Stable,Budget,Assam,AW06
3943,2024-06-14,33,195,69.21,Yes,Weekday,Increasing,Budget,Gujarat,AW05
3944,2024-11-10,40,318,50.87,No,Holiday,Stable,Regular,Maharashtra,AW01
3944,2024-09-26,52,422,6.06,Yes,Festival,Decreasing,Regular,Maharashtra,AW01
3944,2024-10-28,62,492,67.27,Yes,Weekday,Increasing,Budget,Madhya Pradesh,AW11
3945,2024-10-27,63,195,24.94,Yes,Festival,Increasing,Budget,Gujarat,AW05
3946,2024-04-07,75,174,52.56,No,Holiday,Stable,Regular,Delhi,AW03
3949,2024-07-23,8,462,70.95,Yes,Festival,Increasing,Budget,Gujarat,AW05
3950,2024-12-08,22,39,46.17,Yes,Holiday,Decreasing,Premium,Delhi,AW03
3951,2024-08-26,63,140,41.37,No,Festival,Stable,Premium,Haryana,AW04
3952,2024-12-18,60,62,64.69,No,Weekday,Stable,Regular,Assam,AW06
3953,2024-01-03,13,441,68.87,Yes,Weekday,Increasing,Premium,Tamil Nadu,AW12
3954,2024-03-01,47,103,19.34,Yes,Festival,Decreasing,Premium,Maharashtra,AW01
3954,2024-06-30,81,352,67.8,Yes,Holiday,Decreasing,Regular,Maharashtra,AW01
3954,2024-05-29,35,352,94.41,Yes,Holiday,Stable,Regular,Gujarat,AW05
3954,2024-04-21,22,108,34.18,Yes,Holiday,Increasing,Budget,Madhya Pradesh,AW11
3956,2024-08-03,59,91,20.19,Yes,Festival,Stable,Premium,Maharashtra,AW01
3957,2024-06-25,11,465,75.26,No,Festival,Decreasing,Premium,Maharashtra,AW01
3958,2024-12-10,47,52,52.92,No,Festival,Increasing,Regular,Telangana,AW02
3959,2024-05-15,90,378,48.38,Yes,Festival,Decreasing,Premium,Telangana,AW02
3961,2024-09-28,88,404,93.74,Yes,Festival,Increasing,Premium,Maharashtra,AW01
3962,2024-11-05,14,253,67.01,No,Holiday,Stable,Regular,Telangana,AW02
3962,2024-05-26,26,360,87.13,No,Holiday,Increasing,Regular,Tamil Nadu,AW12
3963,2024-07-09,12,161,97.99,No,Weekday,Decreasing,Regular,Assam,AW06
3963,2024-08-24,19,194,81.49,No,Holiday,Stable,Premium,West Bengal,AW08
3963,2024-06-12,24,464,63.51,Yes,Festival,Stable,Regular,Karnataka,AW07
3963,2024-09-25,99,273,24.62,Yes,Holiday,Increasing,Budget,Madhya Pradesh,AW11
3966,2024-02-15,45,28,70.21,Yes,Holiday,Stable,Budget,Telangana,AW02
3966,2024-11-16,32,478,35.21,Yes,Weekday,Stable,Regular,Delhi,AW03
3966,2024-10-14,51,135,58.09,No,Weekday,Stable,Regular,Delhi,AW03
3966,2024-08-22,63,395,50.99,No,Holiday,Increasing,Regular,Rajasthan,AW10
3968,2024-02-18,56,325,64.24,Yes,Festival,Stable,Premium,Delhi,AW03
3971,2024-04-23,94,104,68.79,No,Holiday,Increasing,Premium,Maharashtra,AW01
3971,2024-07-27,20,48,10.37,No,Holiday,Increasing,Budget,Gujarat,AW05
3971,2024-11-20,35,408,43.03,Yes,Holiday,Decreasing,Premium,Telangana,AW02
3972,2024-05-16,18,160,79.95,Yes,Holiday,Decreasing,Budget,Tamil Nadu,AW12
3973,2024-10-16,54,273,35.17,Yes,Festival,Stable,Regular,Gujarat,AW05
3974,2024-09-29,80,250,66.97,Yes,Festival,Decreasing,Budget,Maharashtra,AW01
3974,2024-03-19,23,224,42.17,Yes,Festival,Increasing,Regular,Telangana,AW02
3975,2024-01-10,15,451,33.8,Yes,Holiday,Increasing,Premium,Telangana,AW02
3976,2024-09-07,13,374,58.01,No,Weekday,Decreasing,Budget,Madhya Pradesh,AW11
3978,2024-01-12,96,421,88.46,No,Festival,Stable,Premium,Madhya Pradesh,AW11
3979,2024-01-02,88,469,95.44,No,Festival,Increasing,Premium,Telangana,AW02
3979,2024-05-30,83,226,27.44,No,Holiday,Increasing,Regular,Maharashtra,AW01
3982,2024-03-25,83,362,45.2,Yes,Holiday,Decreasing,Premium,Assam,AW06
3982,2024-05-13,53,479,66.2,Yes,Festival,Stable,Premium,Madhya Pradesh,AW11
3983,2024-12-19,12,138,17.5,Yes,Holiday,Stable,Premium,Karnataka,AW07
3984,2024-04-08,46,207,31.58,No,Holiday,Decreasing,Budget,Assam,AW06
3986,2024-09-28,28,174,89.1,Yes,Holiday,Decreasing,Budget,Telangana,AW02
3988,2024-09-14,30,9,71.19,No,Holiday,Increasing,Budget,Haryana,AW04
3990,2024-03-29,21,88,48.14,Yes,Holiday,Increasing,Budget,Haryana,AW04
3990,2024-07-06,13,242,7.1,Yes,Festival,Increasing,Regular,Uttar Pradesh,AW13
3991,2024-10-31,89,330,97.4,No,Festival,Decreasing,Premium,Punjab,AW09
3992,2024-05-25,88,393,17.35,Yes,Holiday,Increasing,Budget,Punjab,AW09
3993,2024-01-06,21,319,44.99,Yes,Holiday,Increasing,Regular,West Bengal,AW08
3995,2024-01-05,46,343,81.19,No,Holiday,Increasing,Regular,Delhi,AW03
3995,2024-03-31,58,411,15.88,No,Festival,Increasing,Budget,West Bengal,AW08
3996,2024-12-21,64,35,17.26,Yes,Festival,Stable,Budget,Haryana,AW04
3997,2024-06-13,52,477,98.93,Yes,Festival,Increasing,Budget,Maharashtra,AW01
3998,2024-01-10,74,227,61.37,No,Festival,Stable,Premium,Uttar Pradesh,AW13
3999,2024-10-17,61,383,43.06,Yes,Weekday,Increasing,Regular,Uttar Pradesh,AW13
4001,2024-07-03,33,51,95.5,Yes,Festival,Decreasing,Premium,Maharashtra,AW01
4001,2024-11-19,34,348,26.66,Yes,Festival,Stable,Budget,Assam,AW06
4002,2024-02-23,87,126,95.56,Yes,Festival,Stable,Premium,Delhi,AW03
4004,2024-10-15,29,17,66.28,No,Festival,Decreasing,Regular,Haryana,AW04
4006,2024-11-09,73,154,45.26,No,Festival,Increasing,Regular,Telangana,AW02
4006,2024-01-06,30,465,23.9,Yes,Festival,Stable,Budget,West Bengal,AW08
4007,2024-03-04,32,292,67.24,Yes,Festival,Decreasing,Regular,Karnataka,AW07
4009,2024-05-02,25,135,73.91,Yes,Festival,Increasing,Budget,Maharashtra,AW01
4009,2024-08-22,61,69,42.3,Yes,Weekday,Increasing,Budget,Uttar Pradesh,AW13
4010,2024-09-02,85,20,29.04,No,Weekday,Increasing,Budget,Punjab,AW09
4011,2024-05-19,14,268,29.22,Yes,Festival,Stable,Premium,Maharashtra,AW01
4011,2024-03-25,73,107,39.13,Yes,Holiday,Stable,Budget,Gujarat,AW05
4011,2024-07-15,13,388,56.27,No,Festival,Decreasing,Premium,Madhya Pradesh,AW11
4011,2024-04-13,94,482,12.12,Yes,Weekday,Stable,Premium,Assam,AW06
4011,2024-09-30,70,2,27.32,No,Weekday,Stable,Regular,Uttar Pradesh,AW13
4012,2024-04-26,73,396,51.08,No,Festival,Decreasing,Regular,Delhi,AW03
4012,2024-02-11,95,321,79.98,No,Festival,Increasing,Regular,West Bengal,AW08
4013,2024-05-10,47,134,87.18,No,Festival,Decreasing,Regular,Telangana,AW02
4013,2024-12-28,74,9,59.77,No,Holiday,Increasing,Regular,Gujarat,AW05
4013,2024-12-25,94,271,36.11,Yes,Weekday,Decreasing,Premium,Haryana,AW04
4013,2024-02-15,11,153,80.67,Yes,Festival,Stable,Regular,Madhya Pradesh,AW11
4014,2024-04-10,13,96,58.06,No,Holiday,Stable,Budget,West Bengal,AW08
4016,2024-02-12,6,328,27.76,No,Festival,Increasing,Regular,Maharashtra,AW01
4017,2024-03-09,53,160,50.24,Yes,Festival,Stable,Budget,Haryana,AW04
4019,2024-06-10,54,396,21.62,No,Weekday,Decreasing,Regular,Karnataka,AW07
4023,2024-12-20,33,138,92.99,Yes,Festival,Decreasing,Premium,Uttar Pradesh,AW13
4024,2024-10-28,11,340,75.57,Yes,Weekday,Stable,Regular,West Bengal,AW08
4025,2024-12-29,62,13,14.52,No,Festival,Stable,Regular,Madhya Pradesh,AW11
4025,2024-10-12,65,173,58.51,No,Weekday,Decreasing,Regular,West Bengal,AW08
4026,2024-06-03,78,348,96.92,No,Festival,Increasing,Budget,Gujarat,AW05
4026,2024-03-06,64,136,13.96,Yes,Festival,Increasing,Budget,Madhya Pradesh,AW11
4026,2024-07-13,1,131,13.24,Yes,Holiday,Decreasing,Premium,Punjab,AW09
4029,2024-09-30,77,301,35.69,No,Festival,Increasing,Premium,Gujarat,AW05
4031,2024-02-17,23,278,51.75,No,Weekday,Increasing,Regular,Gujarat,AW05
4031,2024-11-21,47,36,5.49,No,Holiday,Stable,Regular,Assam,AW06
4033,2024-09-18,23,248,78.86,No,Weekday,Stable,Premium,Gujarat,AW05
